time,total,free,cache,buffer,used
2019-08-12 10:46:10.109000+00:00,9428135936,6311108608,2371960832,181641216,5.975998689715965
2019-08-12 10:46:15.109000+00:00,9428135936,6309896192,2372001792,181641216,5.988423796947681
2019-08-12 10:46:20.109000+00:00,9428135936,6305869824,2372042752,181645312,6.030651783763165
2019-08-12 10:46:25.109000+00:00,9428135936,6305673216,2372079616,181645312,6.03234611656749
2019-08-12 10:46:30.109000+00:00,9428135936,6304964608,2372116480,181649408,6.039427558800951
2019-08-12 10:46:35.109000+00:00,9428135936,6300807168,2372149248,181649408,6.08317610069724
2019-08-12 10:46:40.109000+00:00,9428135936,6300037120,2372190208,181653504,6.090865764963023
2019-08-12 10:46:45.109000+00:00,9428135936,6297882624,2372222976,181653504,6.113369980158928
2019-08-12 10:46:50.109000+00:00,9428135936,6297640960,2372259840,181653504,6.115542201702935
2019-08-12 10:46:55.109000+00:00,9428135936,6297100288,2372292608,181653504,6.120929311132071
2019-08-12 10:47:00.109000+00:00,9428135936,6296084480,2372333568,181653504,6.1312690856815415
2019-08-12 10:47:05.109000+00:00,9428135936,6292541440,2372366336,181653504,6.16850096294581
2019-08-12 10:47:10.109000+00:00,9428135936,6292508672,2372403200,181653504,6.168457518514931
2019-08-12 10:47:15.109000+00:00,9428135936,6238572544,2399809536,181719040,6.449151986431436
2019-08-12 10:47:20.109000+00:00,9428135936,6045073408,2564464640,188710912,6.680928025176916
2019-08-12 10:47:25.109000+00:00,9428135936,5845139456,2728501248,191782912,7.02909169425026
2019-08-12 10:47:30.109000+00:00,9428135936,5719736320,2728595456,191782912,8.358187168166006
2019-08-12 10:47:35.109000+00:00,9428135936,5622222848,2728636416,191782912,9.392034289820405
2019-08-12 10:47:40.109000+00:00,9428135936,5515698176,2728693760,191782912,10.521285381687564
2019-08-12 10:47:45.109000+00:00,9428135936,5417930752,2728742912,191787008,11.55769572476389
2019-08-12 10:47:50.109000+00:00,9428135936,5308190720,2728804352,191787008,12.721007250441069
2019-08-12 10:47:55.109000+00:00,9428135936,5210497024,2728861696,191787008,13.756592149330674
2019-08-12 10:48:00.109000+00:00,9428135936,5110370304,2728931328,191787008,14.817852706870433
2019-08-12 10:48:05.109000+00:00,9428135936,4997201920,2728996864,191787008,16.0174837767634
2019-08-12 10:48:10.109000+00:00,9428135936,4899049472,2729074688,191787008,17.057717229757177
2019-08-12 10:48:15.109000+00:00,9428135936,4786294784,2729144320,191787008,18.25291696770037
2019-08-12 10:48:20.109000+00:00,9428135936,4703379456,2729226240,191787008,19.13149369338919
2019-08-12 10:48:25.109000+00:00,9428135936,4593725440,2729312256,191787008,20.293632219432606
2019-08-12 10:48:30.109000+00:00,9428135936,4497383424,2729398272,191787008,21.314576345115608
2019-08-12 10:48:35.109000+00:00,9428135936,4398182400,2729488384,191787008,22.365801239122057
2019-08-12 10:48:40.117000+00:00,9428135936,4285460480,2729586688,191787008,23.56034931060205
2019-08-12 10:48:45.109000+00:00,9428135936,4184195072,2729684992,191787008,24.63338330891032
2019-08-12 10:48:50.109000+00:00,9428135936,4105977856,2729787392,191787008,25.461912050225237
2019-08-12 10:48:55.109000+00:00,9428135936,3995222016,2729893888,191791104,26.63547646159013
2019-08-12 10:49:00.109000+00:00,9428135936,3899322368,2730004480,191791104,27.651467922152793
2019-08-12 10:49:05.109000+00:00,9428135936,3818303488,2730119168,191795200,28.509538876466195
2019-08-12 10:49:10.109000+00:00,9428135936,3725103104,2730237952,191795200,29.496813568217096
2019-08-12 10:49:15.109000+00:00,9428135936,3658821632,2730336256,191803392,30.19870179351644
2019-08-12 10:49:20.109000+00:00,9428135936,3580477440,2730467328,191803392,31.02827320117248
2019-08-12 10:49:25.109000+00:00,9428135936,3577659392,2730553344,191807488,31.05720719213864
2019-08-12 10:49:30.109000+00:00,9428135936,3577176064,2730631168,191807488,31.061508190795777
2019-08-12 10:49:35.109000+00:00,9428135936,3575422976,2730704896,191807488,31.079320407456628
2019-08-12 10:49:40.109000+00:00,9428135936,5838782464,2731286528,191823872,7.0665407936689295
2019-08-12 10:49:45.109000+00:00,9428135936,5768249344,2704027648,191827968,8.103733136501098
2019-08-12 10:49:50.109000+00:00,9428135936,5670875136,2704080896,191827968,9.135972814212932
2019-08-12 10:49:55.109000+00:00,9428135936,5567008768,2704125952,191827968,10.237158803731528
2019-08-12 10:50:00.109000+00:00,9428135936,5460094976,2704183296,191827968,11.3705371165323
2019-08-12 10:50:05.109000+00:00,9428135936,5362356224,2704236544,191827968,12.406643348592466
2019-08-12 10:50:10.109000+00:00,9428135936,5242331136,2704297984,191827968,13.679043840209646
2019-08-12 10:50:15.109000+00:00,9428135936,5145559040,2704359424,191832064,14.704766853289462
2019-08-12 10:50:20.109000+00:00,9428135936,5048041472,2704429056,191832064,15.738353308358576
2019-08-12 10:50:25.109000+00:00,9428135936,4934144000,2704502784,191832064,16.945630598086446
2019-08-12 10:50:30.109000+00:00,9428135936,4836433920,2704576512,191832064,17.98121549697605
2019-08-12 10:50:35.109000+00:00,9428135936,4739489792,2704658432,191832064,19.008589398429308
2019-08-12 10:50:40.109000+00:00,9428135936,4650098688,2704740352,191832064,19.955851769339613
2019-08-12 10:50:45.109000+00:00,9428135936,4538707968,2704822272,191836160,21.136410734076204
2019-08-12 10:50:50.109000+00:00,9428135936,4441698304,2704920576,191836160,22.164305968700027
2019-08-12 10:50:55.109000+00:00,9428135936,4344565760,2705014784,191836160,23.19354798068113
2019-08-12 10:51:00.109000+00:00,9428135936,4232335360,2705113088,191840256,24.382839276024626
