time,total,free,cache,buffer,used
2019-08-08 04:15:33.842000+00:00,9428135936,7957438464,1043234816,34390016,4.1691448094114545
2019-08-08 04:15:38.842000+00:00,9428135936,7952723968,1043279872,34402304,4.218541127322159
2019-08-08 04:15:43.842000+00:00,9428135936,7949000704,1043337216,34426880,4.257163226374592
2019-08-08 04:15:48.842000+00:00,9428135936,7946784768,1043369984,34439168,4.2801887747410605
2019-08-08 04:15:53.842000+00:00,9428135936,7943946240,1043406848,34447360,4.309817876601308
2019-08-08 04:15:58.842000+00:00,9428135936,7944421376,1043439616,34455552,4.304343878310411
2019-08-08 04:16:03.842000+00:00,9428135936,7944040448,1043476480,34463744,4.307906321642582
2019-08-08 04:16:08.842000+00:00,9428135936,7942737920,1044307968,34471936,4.312815542332036
2019-08-08 04:16:13.842000+00:00,9428135936,7940833280,1044344832,34471936,4.332626202813374
2019-08-08 04:16:18.842000+00:00,9428135936,7940132864,1044377600,34480128,4.3396207561850755
2019-08-08 04:16:23.842000+00:00,9428135936,7939694592,1044418560,34488320,4.343747977118687
2019-08-08 04:16:28.842000+00:00,9428135936,7939121152,1044451328,34496512,4.349395753133104
2019-08-08 04:16:33.842000+00:00,9428135936,7938514944,1044488192,34504704,4.355347640163681
2019-08-08 04:16:38.842000+00:00,9428135936,7937339392,1044520960,34512896,4.367381747517476
2019-08-08 04:16:43.842000+00:00,9428135936,7884836864,1072119808,34729984,4.629221332432007
2019-08-08 04:16:48.842000+00:00,9428135936,7314972672,1578037248,34873344,5.305955232251755
2019-08-08 04:16:53.842000+00:00,9428135936,5466157056,1558360064,35143680,25.121351156555917
2019-08-08 04:16:58.842000+00:00,9428135936,220012544,808923136,16576512,88.91072212898564
2019-08-08 04:17:03.842000+00:00,9428135936,8369078272,292311040,7344128,8.054640929606554
2019-08-08 04:17:08.842000+00:00,9428135936,4516507648,309137408,7507968,48.7369183388066
2019-08-08 04:17:13.845000+00:00,9428135936,8905940992,123662336,856064,4.217976349720717
2019-08-08 04:17:18.842000+00:00,9428135936,6553604096,302534656,6348800,27.212679170263502
2019-08-08 04:17:23.842000+00:00,9428135936,2720800768,306409472,6397952,67.82388149054367
2019-08-08 04:17:28.850000+00:00,9428135936,8749277184,240824320,3510272,4.608802449918346
2019-08-08 04:17:33.842000+00:00,9428135936,5223989248,303804416,6242304,41.30296799318444
2019-08-08 04:17:38.842000+00:00,9428135936,1124790272,312594432,6250496,84.68801033629899
2019-08-08 04:17:43.842000+00:00,9428135936,8465178624,286179328,6078464,7.113808334466509
2019-08-08 04:17:48.842000+00:00,9428135936,2771861504,302120960,6258688,67.32926664497342
2019-08-08 04:17:53.842000+00:00,9428135936,8752582656,268226560,6057984,4.25607711560259
2019-08-08 04:17:58.842000+00:00,9428135936,4535701504,306110464,6201344,48.579301943573505
2019-08-08 04:18:03.845000+00:00,9428135936,295067648,308854784,6258688,93.52808313178738
2019-08-08 04:18:08.842000+00:00,9428135936,7945588736,304316416,6066176,12.432623118258782
2019-08-08 04:18:13.842000+00:00,9428135936,3205226496,307675136,6234112,62.67410898730598
2019-08-08 04:18:18.843000+00:00,9428135936,8834834432,183205888,2191360,4.326457093628396
2019-08-08 04:18:23.842000+00:00,9428135936,6036783104,302067712,6266880,32.70018867916331
2019-08-08 04:18:28.842000+00:00,9428135936,1315332096,312664064,6381568,82.6648900790732
2019-08-08 04:18:33.842000+00:00,9428135936,8484712448,286527488,6316032,6.900409289983321
2019-08-08 04:18:38.842000+00:00,9428135936,3435913216,302972928,6336512,60.276106736015564
2019-08-08 04:18:43.844000+00:00,9428135936,8846684160,169496576,2174976,4.3463546429714945
2019-08-08 04:18:48.842000+00:00,9428135936,6006820864,302960640,6234112,33.00886136056662
2019-08-08 04:18:53.842000+00:00,9428135936,1131159552,305950720,6242304,84.69100800202972
2019-08-08 04:18:58.842000+00:00,9428135936,8707313664,292704256,6131712,4.475819046994276
2019-08-08 04:19:03.842000+00:00,9428135936,4924149760,298422272,6189056,44.54088142668036
2019-08-08 04:19:08.842000+00:00,9428135936,593264640,305176576,6189056,90.40499332910764
2019-08-08 04:19:13.842000+00:00,9428135936,8257859584,288759808,6098944,9.285160989855292
2019-08-08 04:19:18.842000+00:00,9428135936,3732971520,304349184,6279168,57.111353724121784
2019-08-08 04:19:23.843000+00:00,9428135936,8886628352,119713792,1904640,4.453575498383651
2019-08-08 04:19:28.842000+00:00,9428135936,6994837504,301969408,6488064,22.537232963375043
2019-08-08 04:19:33.842000+00:00,9428135936,2293993472,309489664,6496256,72.31712175432088
2019-08-08 04:19:38.843000+00:00,9428135936,8833986560,174780416,1974272,4.427117839977652
2019-08-08 04:19:43.842000+00:00,9428135936,6182928384,301232128,6230016,31.15934504913782
2019-08-08 04:19:48.842000+00:00,9428135936,1276571648,307933184,6238208,83.1277036012392
