time,percentage
2019-07-20 00:14:43.470,53.34999999999127
2019-07-20 00:14:53.470,52.94999999998254
2019-07-20 00:15:03.470,52.5
2019-07-20 00:15:13.470,52.10000000002765
2019-07-20 00:15:23.470,52.5
2019-07-20 00:15:33.470,52.39999999997963
2019-07-20 00:15:43.470,52.5
2019-07-20 00:15:53.470,57.09999999999127
2019-07-20 00:16:03.470,76.30000000001019
2019-07-20 00:16:13.470,52.64999999999418
2019-07-20 00:16:23.470,52.700000000004366
2019-07-20 00:16:33.470,53.45000000001164
2019-07-20 00:16:43.470,52.449999999989814
2019-07-20 00:16:53.470,52.449999999989814
2019-07-20 00:17:03.470,52.40000000001601
2019-07-20 00:17:13.470,52.5
2019-07-20 00:17:23.470,52.59999999998399
2019-07-20 00:17:33.470,53.000000000029104
2019-07-20 00:17:43.470,52.19999999997526
2019-07-20 00:17:53.470,52.5
2019-07-20 00:18:03.470,52.849999999998545
2019-07-20 00:18:13.470,52.75000000001455
2019-07-20 00:18:23.470,52.700000000004366
2019-07-20 00:18:33.470,53.29999999998108
2019-07-20 00:18:43.470,52.65000000003056
2019-07-20 00:18:53.470,52.449999999989814
2019-07-20 00:19:03.470,52.20000000001164
2019-07-20 00:19:13.470,52.39999999997963
2019-07-20 00:19:23.470,52.550000000010186
2019-07-20 00:19:33.470,52.74999999997817
2019-07-20 00:19:43.470,52.849999999998545
2019-07-20 00:19:53.470,52.75000000001455
2019-07-20 00:20:03.470,52.849999999998545
2019-07-20 00:20:13.471,52.75472452756179
2019-07-20 00:20:23.470,52.64526452644683
2019-07-20 00:20:33.470,52.79999999998836
2019-07-20 00:20:43.470,52.299999999995634
2019-07-20 00:20:53.470,53.15000000002328
2019-07-20 00:21:03.470,53.59999999996944
2019-07-20 00:21:13.470,52.5
2019-07-20 00:21:23.470,52.550000000010186
2019-07-20 00:21:33.470,52.20000000001164
2019-07-20 00:21:43.470,52.849999999998545
2019-07-20 00:21:53.470,52.849999999998545
2019-07-20 00:22:03.470,52.849999999998545
2019-07-20 00:22:13.470,52.64999999999418
2019-07-20 00:22:23.470,52.449999999989814
2019-07-20 00:22:33.470,52.10000000002765
2019-07-20 00:22:43.470,52.700000000004366
2019-07-20 00:22:53.470,52.59999999998399
2019-07-20 00:23:03.470,52.299999999995634
2019-07-20 00:23:13.470,52.35000000000582
2019-07-20 00:23:23.470,52.550000000010186
2019-07-20 00:23:33.470,52.59999999998399
2019-07-20 00:23:43.470,52.25000000002183
2019-07-20 00:23:53.470,52.449999999989814
2019-07-20 00:24:03.470,52.79999999998836
2019-07-20 00:24:13.470,52.449999999989814
2019-07-20 00:24:23.470,52.5
2019-07-20 00:24:33.470,52.849999999998545
2019-07-20 00:24:43.470,52.700000000004366
2019-07-20 00:24:53.470,53.000000000029104
2019-07-20 00:25:03.470,52.64999999999418
2019-07-20 00:25:13.470,52.5
2019-07-20 00:25:23.470,52.54999999997381
2019-07-20 00:25:33.470,53.1000000000131
2019-07-20 00:25:43.470,52.700000000004366
2019-07-20 00:25:53.470,53.34999999999127
2019-07-20 00:26:03.470,53.34999999999127
2019-07-20 00:26:13.470,53.19999999999709
2019-07-20 00:26:23.470,52.95000000001892
2019-07-20 00:26:33.470,53.34999999999127
2019-07-20 00:26:43.470,52.700000000004366
2019-07-20 00:26:53.470,52.449999999989814
2019-07-20 00:27:03.470,52.60000000002037
2019-07-20 00:27:13.470,52.59999999998399
2019-07-20 00:27:23.470,52.45000000002619
2019-07-20 00:27:33.470,52.299999999995634
2019-07-20 00:27:43.470,52.34999999996944
2019-07-20 00:27:53.470,52.65000000003056
2019-07-20 00:28:03.470,52.5
2019-07-20 00:28:13.470,52.74999999997817
2019-07-20 00:28:23.470,52.75000000001455
2019-07-20 00:28:33.470,53.29999999998108
2019-07-20 00:28:43.470,52.80000000002474
2019-07-20 00:28:53.470,53.09999999997672
2019-07-20 00:29:03.470,53.000000000029104
2019-07-20 00:29:13.470,52.299999999995634
2019-07-20 00:29:23.470,51.84999999997672
2019-07-20 00:29:33.470,52.849999999998545
2019-07-20 00:29:43.470,53.35000000002765
2019-07-20 00:29:53.470,52.74999999997817
2019-07-20 00:30:03.470,53.15000000002328
2019-07-20 00:30:13.470,53.04999999996653
2019-07-20 00:30:23.470,53.000000000029104
2019-07-20 00:30:33.470,52.64999999999418
2019-07-20 00:30:43.470,52.299999999995634
2019-07-20 00:30:53.470,52.35000000000582
2019-07-20 00:31:03.470,53.09999999997672
2019-07-20 00:31:13.470,52.75000000001455
2019-07-20 00:31:23.470,52.24999999998545
2019-07-20 00:31:33.470,53.15000000002328
2019-07-20 00:31:43.470,52.64999999999418
2019-07-20 00:31:53.470,53.1000000000131
2019-07-20 00:32:03.470,52.59999999998399
2019-07-20 00:32:13.470,52.700000000004366
2019-07-20 00:32:23.470,52.79999999998836
2019-07-20 00:32:33.470,52.550000000010186
2019-07-20 00:32:43.470,52.999999999992724
2019-07-20 00:32:53.470,52.64999999999418
2019-07-20 00:33:03.470,52.299999999995634
2019-07-20 00:33:13.470,52.60000000002037
2019-07-20 00:33:23.470,52.999999999992724
2019-07-20 00:33:33.470,53.05000000000291
2019-07-20 00:33:43.470,52.79999999998836
2019-07-20 00:33:53.470,52.35000000000582
2019-07-20 00:34:03.470,53.45000000001164
2019-07-20 00:34:13.470,52.999999999992724
2019-07-20 00:34:23.470,53.05000000000291
2019-07-20 00:34:33.470,53.19999999999709
2019-07-20 00:34:43.470,52.64999999999418
2019-07-20 00:34:53.470,52.95000000001892
2019-07-20 00:35:03.470,52.39999999997963
2019-07-20 00:35:13.470,52.40000000001601
2019-07-20 00:35:23.470,52.299999999995634
2019-07-20 00:35:33.470,53.05000000000291
2019-07-20 00:35:43.470,52.39999999997963
2019-07-20 00:35:53.470,52.25000000002183
2019-07-20 00:36:03.471,52.854714528545685
2019-07-20 00:36:13.470,52.295229522947935
2019-07-20 00:36:23.470,52.700000000004366
2019-07-20 00:36:33.470,53.19999999999709
2019-07-20 00:36:43.470,52.59999999998399
2019-07-20 00:36:53.470,52.45000000002619
2019-07-20 00:37:03.470,52.5
2019-07-20 00:37:13.470,52.54999999997381
2019-07-20 00:37:23.470,52.80000000002474
2019-07-20 00:37:33.470,52.700000000004366
2019-07-20 00:37:43.470,53.549999999995634
2019-07-20 00:37:53.470,52.999999999992724
2019-07-20 00:38:03.470,52.999999999992724
2019-07-20 00:38:13.470,52.05000000001746
2019-07-20 00:38:23.470,53.04999999996653
2019-07-20 00:38:33.470,52.90000000000873
2019-07-20 00:38:43.470,52.90000000000873
2019-07-20 00:38:53.470,53.400000000001455
2019-07-20 00:39:03.470,52.999999999992724
2019-07-20 00:39:13.470,52.90000000000873
2019-07-20 00:39:23.470,52.550000000010186
2019-07-20 00:39:33.470,53.549999999995634
2019-07-20 00:39:43.470,52.35000000000582
2019-07-20 00:39:53.470,52.34999999996944
2019-07-20 00:40:03.470,52.5
2019-07-20 00:40:13.470,52.550000000010186
2019-07-20 00:40:23.470,52.550000000010186
2019-07-20 00:40:33.470,52.64999999999418
2019-07-20 00:40:43.475,52.123938030975786
2019-07-20 00:40:53.470,52.32616308154659
2019-07-20 00:41:03.470,52.79999999998836
2019-07-20 00:41:13.470,52.60000000002037
2019-07-20 00:41:23.470,52.59999999998399
2019-07-20 00:41:33.470,52.60000000002037
2019-07-20 00:41:43.470,52.90000000000873
2019-07-20 00:41:53.470,53.1499999999869
2019-07-20 00:42:03.470,52.79999999998836
2019-07-20 00:42:13.470,53.15000000002328
2019-07-20 00:42:23.470,52.89999999997235
2019-07-20 00:42:33.470,52.90000000000873
2019-07-20 00:42:43.470,52.550000000010186
2019-07-20 00:42:53.470,52.849999999998545
2019-07-20 00:43:03.470,52.150000000001455
2019-07-20 00:43:13.470,52.79999999998836
2019-07-20 00:43:23.470,51.749999999992724
2019-07-20 00:43:33.470,52.000000000007276
2019-07-20 00:43:43.470,52.25000000002183
2019-07-20 00:43:53.470,52.54999999997381
2019-07-20 00:44:03.470,52.45000000002619
2019-07-20 00:44:13.470,52.849999999998545
2019-07-20 00:44:23.470,52.5
2019-07-20 00:44:33.470,52.39999999997963
2019-07-20 00:44:43.470,53.1000000000131
2019-07-20 00:44:53.470,52.39999999997963
2019-07-20 00:45:03.470,52.40000000001601
2019-07-20 00:45:13.470,52.20000000001164
2019-07-20 00:45:23.470,52.79999999998836
2019-07-20 00:45:33.470,52.999999999992724
2019-07-20 00:45:43.470,53.05000000000291
2019-07-20 00:45:53.470,52.79999999998836
2019-07-20 00:46:03.470,52.95000000001892
2019-07-20 00:46:13.470,52.299999999995634
2019-07-20 00:46:23.470,52.24999999998545
2019-07-20 00:46:33.470,53.05000000000291
2019-07-20 00:46:43.470,52.299999999995634
2019-07-20 00:46:53.470,52.90000000000873
2019-07-20 00:47:03.470,52.79999999998836
2019-07-20 00:47:13.470,53.1000000000131
2019-07-20 00:47:23.470,52.150000000001455
2019-07-20 00:47:33.470,52.700000000004366
2019-07-20 00:47:43.470,52.550000000010186
2019-07-20 00:47:53.470,52.849999999998545
2019-07-20 00:48:03.470,52.94999999998254
2019-07-20 00:48:13.470,52.849999999998545
2019-07-20 00:48:23.470,52.05000000001746
2019-07-20 00:48:33.470,52.700000000004366
2019-07-20 00:48:43.470,52.5
2019-07-20 00:48:53.470,52.64999999999418
2019-07-20 00:49:03.470,52.150000000001455
2019-07-20 00:49:13.470,52.5
2019-07-20 00:49:23.470,52.5
2019-07-20 00:49:33.470,52.849999999998545
2019-07-20 00:49:43.470,52.54999999997381
2019-07-20 00:49:53.470,52.700000000004366
2019-07-20 00:50:03.470,53.250000000007276
2019-07-20 00:50:13.470,52.5
2019-07-20 00:50:23.470,52.449999999989814
2019-07-20 00:50:33.470,53.60000000000582
2019-07-20 00:50:43.470,52.64999999999418
2019-07-20 00:50:53.470,52.5
2019-07-20 00:51:03.470,52.40000000001601
2019-07-20 00:51:13.470,52.550000000010186
2019-07-20 00:51:23.470,52.449999999989814
2019-07-20 00:51:33.470,52.59999999998399
2019-07-20 00:51:43.470,52.65000000003056
2019-07-20 00:51:53.470,52.39999999997963
2019-07-20 00:52:03.471,52.60473952606776
2019-07-20 00:52:13.470,52.4952495249525
2019-07-20 00:52:23.470,52.89999999997235
2019-07-20 00:52:33.470,53.30000000001746
2019-07-20 00:52:43.470,52.59999999998399
2019-07-20 00:52:53.470,52.150000000001455
2019-07-20 00:53:03.470,52.700000000004366
2019-07-20 00:53:13.470,52.64999999999418
2019-07-20 00:53:23.470,52.60000000002037
2019-07-20 00:53:33.470,52.5
2019-07-20 00:53:43.470,52.24999999998545
2019-07-20 00:53:53.470,52.90000000000873
2019-07-20 00:54:03.470,52.79999999998836
2019-07-20 00:54:13.470,52.700000000004366
2019-07-20 00:54:23.470,52.95000000001892
2019-07-20 00:54:33.470,53.1499999999869
2019-07-20 00:54:43.470,52.700000000004366
2019-07-20 00:54:53.470,52.550000000010186
2019-07-20 00:55:03.470,52.39999999997963
2019-07-20 00:55:13.470,52.60000000002037
2019-07-20 00:55:23.470,52.999999999992724
2019-07-20 00:55:33.470,52.74999999997817
2019-07-20 00:55:43.470,52.45000000002619
2019-07-20 00:55:53.470,52.89999999997235
2019-07-20 00:56:03.470,52.700000000004366
2019-07-20 00:56:13.470,52.25000000002183
2019-07-20 00:56:23.470,53.1499999999869
2019-07-20 00:56:33.470,52.59999999998399
2019-07-20 00:56:43.470,52.150000000001455
2019-07-20 00:56:53.470,52.90000000000873
2019-07-20 00:57:03.470,52.75000000001455
2019-07-20 00:57:13.470,52.90000000000873
2019-07-20 00:57:23.470,52.59999999998399
2019-07-20 00:57:33.470,52.75000000001455
2019-07-20 00:57:43.470,52.34999999996944
2019-07-20 00:57:53.470,51.8500000000131
2019-07-20 00:58:03.471,52.854714528545685
2019-07-20 00:58:13.470,52.39523952396841
2019-07-20 00:58:23.470,52.849999999998545
2019-07-20 00:58:33.470,52.94999999998254
2019-07-20 00:58:43.470,52.000000000007276
2019-07-20 00:58:53.470,52.999999999992724
