time,total,free,cache,buffer,used
2019-08-12 11:19:21.601000+00:00,9428135936,6258290688,2415079424,193384448,5.954319918706781
2019-08-12 11:19:26.601000+00:00,9428135936,6248042496,2415222784,193388544,6.061453885257176
2019-08-12 11:19:31.601000+00:00,9428135936,6243028992,2415255552,193388544,6.1142823132074104
2019-08-12 11:19:36.601000+00:00,9428135936,6241898496,2415300608,193388544,6.125795087390645
2019-08-12 11:19:41.601000+00:00,9428135936,6239617024,2415333376,193388544,6.149646079943835
2019-08-12 11:19:46.601000+00:00,9428135936,6238187520,2415374336,193392640,6.164330297581318
2019-08-12 11:19:51.601000+00:00,9428135936,6236340224,2415407104,193392640,6.183576180461215
2019-08-12 11:19:56.601000+00:00,9428135936,6233661440,2415443968,193392640,6.211597838378897
2019-08-12 11:20:01.601000+00:00,9428135936,6233567232,2415476736,193396736,6.212206060411219
2019-08-12 11:20:06.601000+00:00,9428135936,6233124864,2415517696,193396736,6.216463614637472
2019-08-12 11:20:11.601000+00:00,9428135936,6228099072,2415550464,193404928,6.269335487018587
2019-08-12 11:20:16.601000+00:00,9428135936,6227316736,2415583232,193409024,6.27724237343877
2019-08-12 11:20:21.601000+00:00,9428135936,6227111936,2415628288,193413120,6.278893261812215
2019-08-12 11:20:26.601000+00:00,9428135936,6186057728,2442887168,193437696,6.424953438431204
2019-08-12 11:20:31.601000+00:00,9428135936,6051405824,2572107776,193470464,6.4822131983312135
2019-08-12 11:20:36.601000+00:00,9428135936,5794418688,2771517440,193474560,7.092868118782287
2019-08-12 11:20:41.604000+00:00,9428135936,5806198784,2771734528,193531904,6.965011158702071
2019-08-12 11:20:46.601000+00:00,9428135936,5793447936,2771832832,193536000,7.099167561259906
2019-08-12 11:20:51.601000+00:00,9428135936,5791088640,2771881984,193540096,7.123626775845418
2019-08-12 11:20:56.601000+00:00,9428135936,5769084928,2771939328,193540096,7.356402036501142
2019-08-12 11:21:01.601000+00:00,9428135936,5765734400,2771992576,193544192,7.391331358928764
2019-08-12 11:21:06.601000+00:00,9428135936,5761523712,2772054016,193544192,7.435340567410334
2019-08-12 11:21:11.601000+00:00,9428135936,5751296000,2772115456,193544192,7.543169644854811
2019-08-12 11:21:16.601000+00:00,9428135936,5734797312,2772193280,193544192,7.717338368253243
2019-08-12 11:21:21.601000+00:00,9428135936,5738909696,2772258816,193544192,7.6730250487555125
2019-08-12 11:21:26.601000+00:00,9428135936,5723922432,2772340736,193544192,7.831119332728297
2019-08-12 11:21:31.601000+00:00,9428135936,5697142784,2772414464,193544192,8.11437702206673
2019-08-12 11:21:36.601000+00:00,9428135936,5693321216,2772504576,193544192,8.153954898598526
2019-08-12 11:21:41.602000+00:00,9428135936,5688160256,2772586496,193544192,8.207825992889886
2019-08-12 11:21:46.601000+00:00,9428135936,5676937216,2772680704,193544192,8.325864511591192
2019-08-12 11:21:51.601000+00:00,9428135936,5661057024,2772774912,193544192,8.493299348203204
2019-08-12 11:21:56.601000+00:00,9428135936,5663965184,2772873216,193548288,8.46136769150631
2019-08-12 11:22:01.601000+00:00,9428135936,5647519744,2772975616,193552384,8.634667526287139
2019-08-12 11:22:06.601000+00:00,9428135936,5626806272,2773082112,193552384,8.853236458045062
2019-08-12 11:22:11.603000+00:00,9428135936,5625458688,2773188608,193552384,8.86640012060174
2019-08-12 11:22:16.601000+00:00,9428135936,5624725504,2773303296,193552384,8.872960229664638
2019-08-12 11:22:21.601000+00:00,9428135936,5609775104,2773422080,193552384,9.030272513881583
2019-08-12 11:22:26.601000+00:00,9428135936,5603430400,2773544960,193552384,9.096264604388496
2019-08-12 11:22:31.601000+00:00,9428135936,5585657856,2773663744,193552384,9.283510101481845
2019-08-12 11:22:36.601000+00:00,9428135936,5564317696,2773794816,193552384,9.508465364579147
2019-08-12 11:22:41.601000+00:00,9428135936,5561942016,2773925888,193556480,9.532229468270577
2019-08-12 11:22:46.601000+00:00,9428135936,5572960256,2774065152,193560576,9.413843394122228
2019-08-12 11:22:51.601000+00:00,9428135936,5560369152,2774200320,193560576,9.545957908428697
2019-08-12 11:22:56.601000+00:00,9428135936,5542187008,2774343680,193564672,9.7372437375939
2019-08-12 11:23:01.601000+00:00,9428135936,5536501760,2774487040,193568768,9.795980608143832
2019-08-12 11:23:06.601000+00:00,9428135936,5514698752,2774642688,193568768,10.025584425345308
2019-08-12 11:23:11.601000+00:00,9428135936,5510959104,2774794240,193568768,10.0636417467963
2019-08-12 11:23:16.601000+00:00,9428135936,5500186624,2774953984,193568768,10.176206267206709
2019-08-12 11:23:21.601000+00:00,9428135936,5515034624,2775113728,193568768,10.017025872461922
2019-08-12 11:23:26.601000+00:00,9428135936,5499863040,2775281664,193568768,10.17616282277583
2019-08-12 11:23:31.601000+00:00,9428135936,5483225088,2775449600,193568768,10.350852879344822
2019-08-12 11:23:36.601000+00:00,9428135936,5474971648,2775621632,193568768,10.436568741471316
2019-08-12 11:23:41.601000+00:00,9428135936,5465354240,2775797760,193568768,10.53670815465001
2019-08-12 11:23:46.601000+00:00,9428135936,5471584256,2775982080,193568768,10.46867417589173
2019-08-12 11:23:51.601000+00:00,9428135936,5454979072,2776162304,193568768,10.642886343721042
2019-08-12 11:23:56.601000+00:00,9428135936,5442207744,2776354816,193568768,10.776304190953914
