time,percentage
2019-07-22 18:12:16.579,0.15
2019-07-22 18:12:26.579,0.0
2019-07-22 18:12:36.579,0.0
2019-07-22 18:12:46.579,0.0
2019-07-22 18:12:56.579,0.0
2019-07-22 18:13:06.579,0.0
2019-07-22 18:13:16.579,0.0
2019-07-22 18:13:26.579,0.0
2019-07-22 18:13:36.579,0.0
2019-07-22 18:13:46.579,0.0
2019-07-22 18:13:56.579,0.0
2019-07-22 18:14:06.579,10.45
2019-07-22 18:14:16.579,0.0
2019-07-22 18:14:26.579,0.0
2019-07-22 18:14:36.579,0.0
2019-07-22 18:14:46.579,0.0
2019-07-22 18:14:56.579,0.0
2019-07-22 18:15:06.579,0.0
2019-07-22 18:15:16.579,0.0
2019-07-22 18:15:26.579,0.0
2019-07-22 18:15:36.579,0.0
2019-07-22 18:15:46.579,21.25
2019-07-22 18:15:56.579,0.0
2019-07-22 18:16:06.579,0.0
2019-07-22 18:16:16.579,0.0
2019-07-22 18:16:26.579,0.0
2019-07-22 18:16:36.579,0.0
2019-07-22 18:16:46.579,0.0
2019-07-22 18:16:56.579,0.0
2019-07-22 18:17:06.579,0.0
2019-07-22 18:17:16.579,32.9
2019-07-22 18:17:26.579,0.0
2019-07-22 18:17:36.579,0.0
2019-07-22 18:17:46.579,0.0
2019-07-22 18:17:56.579,0.0
2019-07-22 18:18:06.579,0.0
2019-07-22 18:18:16.579,0.0
2019-07-22 18:18:26.579,0.0
2019-07-22 18:18:36.579,0.0
2019-07-22 18:18:46.579,41.0
2019-07-22 18:18:56.579,0.0
2019-07-22 18:19:06.579,0.0
2019-07-22 18:19:16.579,0.0
2019-07-22 18:19:26.579,0.0
2019-07-22 18:19:36.579,0.0
2019-07-22 18:19:46.579,0.0
2019-07-22 18:19:56.579,0.0
2019-07-22 18:20:06.579,0.0
2019-07-22 18:20:16.579,0.0
2019-07-22 18:20:26.579,46.30000000000001
2019-07-22 18:20:36.579,0.0
2019-07-22 18:20:46.579,0.0
2019-07-22 18:20:56.579,0.0
2019-07-22 18:21:06.579,0.0
2019-07-22 18:21:16.579,32.15
2019-07-22 18:21:26.579,19.69999999999999
2019-07-22 18:21:36.579,1.9500000000000028
2019-07-22 18:21:46.579,0.0
2019-07-22 18:21:56.579,0.0
2019-07-22 18:22:06.579,0.15000000000000568
2019-07-22 18:22:16.579,0.0
2019-07-22 18:22:26.579,0.0
2019-07-22 18:22:36.579,0.0
2019-07-22 18:22:46.579,0.0
2019-07-22 18:22:56.579,62.3
2019-07-22 18:23:06.579,0.30000000000001137
2019-07-22 18:23:16.579,0.0
2019-07-22 18:23:26.579,0.0
2019-07-22 18:23:36.579,0.0
2019-07-22 18:23:46.579,0.0
2019-07-22 18:23:56.579,0.0
2019-07-22 18:24:06.579,0.0
2019-07-22 18:24:16.579,0.0
2019-07-22 18:24:26.579,0.0
2019-07-22 18:24:36.579,0.0
2019-07-22 18:24:46.579,0.0
2019-07-22 18:24:56.579,71.04999999999997
2019-07-22 18:25:06.579,0.0
2019-07-22 18:25:16.579,0.0
2019-07-22 18:25:26.579,0.0
2019-07-22 18:25:36.579,0.0
2019-07-22 18:25:46.579,46.95
2019-07-22 18:25:56.579,26.600000000000033
2019-07-22 18:26:06.579,2.6500000000000057
2019-07-22 18:26:16.579,0.0
2019-07-22 18:26:26.579,0.0
2019-07-22 18:26:36.579,0.0
2019-07-22 18:26:46.579,0.0
2019-07-22 18:26:56.579,0.0
2019-07-22 18:27:06.579,26.04999999999997
