time,total,free,cache,buffer,used
2019-08-07 12:58:55.987000+00:00,9428135936,7090257920,1719840768,146391040,5.002539326984944
2019-08-07 12:59:00.987000+00:00,9428135936,7086813184,1719877632,146391040,5.03868509347721
2019-08-07 12:59:05.987000+00:00,9428135936,7081992192,1719918592,146399232,5.089297855452559
2019-08-07 12:59:10.987000+00:00,9428135936,7081607168,1719947264,146407424,5.0929906320773695
2019-08-07 12:59:15.987000+00:00,9428135936,7078285312,1719984128,146407424,5.127833065643231
2019-08-07 12:59:20.987000+00:00,9428135936,7079239680,1720016896,146407424,5.117362957801121
2019-08-07 12:59:25.987000+00:00,9428135936,7077842944,1720053760,146407424,5.131786508853323
2019-08-07 12:59:30.987000+00:00,9428135936,7076036608,1720082432,146411520,5.150597947424418
2019-08-07 12:59:35.987000+00:00,9428135936,7075352576,1720119296,146411520,5.157462167503478
2019-08-07 12:59:40.987000+00:00,9428135936,7072325632,1720147968,146411520,5.189263490907732
2019-08-07 12:59:45.987000+00:00,9428135936,7070973952,1720184832,146411520,5.203209153220254
2019-08-07 12:59:50.987000+00:00,9428135936,7070560256,1720213504,146411520,5.2072929297229855
2019-08-07 12:59:55.987000+00:00,9428135936,7069257728,1720250368,146411520,5.220717258864944
2019-08-07 13:00:00.987000+00:00,9428135936,7068938240,1720283136,146411520,5.223758369026553
2019-08-07 13:00:05.987000+00:00,9428135936,7065055232,1720315904,146411520,5.264596134053874
2019-08-07 13:00:10.987000+00:00,9428135936,7064371200,1720348672,146411520,5.271503798563814
2019-08-07 13:00:15.987000+00:00,9428135936,6919147520,1799254016,146505728,5.973913357033719
2019-08-07 13:00:20.987000+00:00,9428135936,6842978304,1881276416,146538496,5.911483709858975
2019-08-07 13:00:25.987000+00:00,9428135936,6833291264,1881313280,146538496,6.0138387890125555
2019-08-07 13:00:30.987000+00:00,9428135936,6824906752,1881346048,146538496,6.102421983577136
2019-08-07 13:00:35.987000+00:00,9428135936,6820782080,1881382912,146538496,6.145779525595504
2019-08-07 13:00:40.987000+00:00,9428135936,6783164416,1881411584,146542592,6.544425623351556
