time,usage
2019-08-06 02:31:29.948000+00:00,0.1380664013370458
2019-08-06 02:31:34.948000+00:00,0.19410971717241055
2019-08-06 02:31:39.948000+00:00,0.23433926016740877
2019-08-06 02:31:44.948000+00:00,0.27791402434017687
2019-08-06 02:31:49.949000+00:00,0.37453443861758084
2019-08-06 02:31:54.948000+00:00,0.42332253449596424
2019-08-06 02:31:59.948000+00:00,0.4868817368735911
2019-08-06 02:32:04.948000+00:00,0.5379723875886212
2019-08-06 02:32:09.948000+00:00,0.6020529231368096
2019-08-06 02:32:14.948000+00:00,0.6397626891407604
2019-08-06 02:32:19.948000+00:00,0.716876553952987
2019-08-06 02:32:24.948000+00:00,0.7531526537378936
2019-08-06 02:32:29.948000+00:00,0.837956182815903
2019-08-06 02:32:34.948000+00:00,0.8761438375595352
2019-08-06 02:32:39.948000+00:00,0.9527798136320804
2019-08-06 02:32:44.948000+00:00,1.004695908533833
2019-08-06 02:32:49.948000+00:00,1.066995222415936
2019-08-06 02:32:54.948000+00:00,1.13298731292285
2019-08-06 02:32:59.948000+00:00,1.1822098531100347
2019-08-06 02:33:04.948000+00:00,1.2457690554876615
2019-08-06 02:33:09.948000+00:00,1.2965121507556507
2019-08-06 02:33:14.948000+00:00,1.3604623530111988
2019-08-06 02:33:19.955000+00:00,1.3992147853562726
2019-08-06 02:33:24.948000+00:00,1.4615140992383757
2019-08-06 02:33:29.948000+00:00,1.5137343051562893
2019-08-06 02:33:34.948000+00:00,1.576641841070714
2019-08-06 02:33:39.948000+00:00,1.6404182656027415
2019-08-06 02:33:44.948000+00:00,1.7043684678582895
2019-08-06 02:33:49.948000+00:00,1.7690137810079196
2019-08-06 02:33:54.948000+00:00,1.8186707655039054
2019-08-06 02:33:59.948000+00:00,1.881056968247769
2019-08-06 02:34:04.948000+00:00,1.9332771741656822
2019-08-06 02:34:09.948000+00:00,1.9840202694336715
2019-08-06 02:34:14.948000+00:00,2.034980586856061
2019-08-06 02:34:19.948000+00:00,2.110878007603644
2019-08-06 02:34:24.948000+00:00,2.1623162137657155
2019-08-06 02:34:29.948000+00:00,2.2260491938668627
2019-08-06 02:34:34.948000+00:00,2.2772701778745335
2019-08-06 02:34:39.948000+00:00,2.3287952728983647
2019-08-06 02:34:44.948000+00:00,2.391398697796629
2019-08-06 02:34:49.948000+00:00,2.4427934595278202
2019-08-06 02:34:54.948000+00:00,2.5058747731657656
2019-08-06 02:34:59.948000+00:00,2.5434107614461956
2019-08-06 02:35:04.948000+00:00,2.621089403859864
2019-08-06 02:35:09.948000+00:00,2.671745610266093
2019-08-06 02:35:14.948000+00:00,2.748207808615118
2019-08-06 02:35:19.948000+00:00,2.7876119074233934
2019-08-06 02:35:24.948000+00:00,2.8632921060165755
2019-08-06 02:35:29.948000+00:00,2.913774534699284
2019-08-06 02:35:34.948000+00:00,2.950789189809153
2019-08-06 02:35:39.948000+00:00,3.015347614097023
2019-08-06 02:35:44.948000+00:00,3.079819149523132
2019-08-06 02:35:49.948000+00:00,3.1431176853154783
2019-08-06 02:35:54.948000+00:00,3.1938173361525872
2019-08-06 02:35:59.948000+00:00,3.2580282049934164
2019-08-06 02:36:04.948000+00:00,3.3094229667246076
2019-08-06 02:36:09.948000+00:00,3.3729387246713536
2019-08-06 02:36:14.948000+00:00,3.4243334864025448
2019-08-06 02:36:19.948000+00:00,3.4751200261014143
2019-08-06 02:36:24.948000+00:00,3.5506698914019563
2019-08-06 02:36:29.948000+00:00,3.602803208458109
2019-08-06 02:36:34.948000+00:00,3.6653197444946133
2019-08-06 02:36:39.948000+00:00,3.703290177083845
2019-08-06 02:36:44.948000+00:00,3.77988270872551
2019-08-06 02:36:49.948000+00:00,3.829930693099417
2019-08-06 02:36:54.948000+00:00,3.8955752281592897
2019-08-06 02:36:59.948000+00:00,3.945536323671437
2019-08-06 02:37:04.948000+00:00,4.008791415032903
2019-08-06 02:37:09.948000+00:00,4.060229621194974
2019-08-06 02:37:14.948000+00:00,4.1220944907682755
2019-08-06 02:37:19.948000+00:00,4.187130803795827
2019-08-06 02:37:24.948000+00:00,4.224188903336576
2019-08-06 02:37:29.948000+00:00,4.274801665311925
2019-08-06 02:37:34.948000+00:00,4.339490422892435
2019-08-06 02:37:39.948000+00:00,4.389103962957541
2019-08-06 02:37:44.948000+00:00,4.466782605371209
2019-08-06 02:37:49.948000+00:00,4.530341807748836
2019-08-06 02:37:54.948000+00:00,4.5685729069233485
2019-08-06 02:37:59.948000+00:00,4.631827998284814
2019-08-06 02:38:04.948000+00:00,4.695821644971241
2019-08-06 02:38:09.948000+00:00,4.7472164067024325
2019-08-06 02:38:14.948000+00:00,4.82454749366906
2019-08-06 02:38:19.948000+00:00,4.84831159736049
