time,usage
2019-08-07 22:10:13.983000+00:00,0.076549087210785
2019-08-07 22:10:18.983000+00:00,51.453628935033635
2019-08-07 22:10:23.983000+00:00,79.79234430927916
2019-08-07 22:10:33.984000+00:00,33.468373105985734
2019-08-07 22:10:38.983000+00:00,81.71024215491329
2019-08-07 22:10:43.983000+00:00,0.09549085907452066
2019-08-07 22:10:48.983000+00:00,40.25222098791767
2019-08-07 22:10:53.983000+00:00,78.06968573602035
2019-08-07 22:10:58.983000+00:00,0.07520230985350103
2019-08-07 22:11:03.983000+00:00,47.6608866747676
2019-08-07 22:11:08.983000+00:00,71.0595792580647
2019-08-07 22:11:13.983000+00:00,0.1005738574874956
2019-08-07 22:11:18.983000+00:00,35.81589292859343
2019-08-07 22:11:23.983000+00:00,78.92089247025469
2019-08-07 22:11:33.983000+00:00,48.03811466809975
2019-08-07 22:11:38.983000+00:00,75.56602662882946
2019-08-07 22:11:43.983000+00:00,0.078938530909192
2019-08-07 22:11:48.983000+00:00,47.240170806124446
2019-08-07 22:11:53.983000+00:00,78.3653685325905
2019-08-07 22:11:58.983000+00:00,0.06581831278339345
2019-08-07 22:12:03.983000+00:00,42.80297385818261
2019-08-07 22:12:08.983000+00:00,77.12290125384972
2019-08-07 22:12:13.983000+00:00,0.09714174744796551
2019-08-07 22:12:18.983000+00:00,36.45526461785627
2019-08-07 22:12:23.983000+00:00,66.59887887301672
2019-08-07 22:12:33.983000+00:00,12.074597563375649
2019-08-07 22:12:38.984000+00:00,61.887591010652145
2019-08-07 22:12:43.986000+00:00,3.6990760672884724
2019-08-07 22:12:48.983000+00:00,16.457662750440853
2019-08-07 22:12:53.983000+00:00,58.58607493034772
2019-08-07 22:12:58.988000+00:00,56.819971926208765
2019-08-07 22:13:03.983000+00:00,11.174993733140845
2019-08-07 22:13:08.983000+00:00,54.61490639245701
2019-08-07 22:13:14.125000+00:00,27.617016488464852
2019-08-07 22:13:18.983000+00:00,18.153298887692237
2019-08-07 22:13:23.983000+00:00,54.49404398574848
2019-08-07 22:13:28.983000+00:00,60.37754948212066
2019-08-07 22:13:33.983000+00:00,0.09922708013021164
2019-08-07 22:13:38.983000+00:00,52.758916860827064
2019-08-07 22:13:43.983000+00:00,83.50836370461089
2019-08-07 22:13:48.983000+00:00,0.09027752736890533
2019-08-07 22:13:53.983000+00:00,41.99499433267399
2019-08-07 22:13:58.983000+00:00,77.13206802876542
2019-08-07 22:14:03.983000+00:00,0.09575152565980144
2019-08-07 22:14:08.983000+00:00,38.871904529994254
2019-08-07 22:14:13.983000+00:00,68.71444887915541
2019-08-07 22:14:23.983000+00:00,33.194369080424764
2019-08-07 22:14:28.983000+00:00,68.49683572487685
2019-08-07 22:14:33.987000+00:00,0.08367397387512593
2019-08-07 22:14:38.983000+00:00,34.59045586675767
2019-08-07 22:14:43.983000+00:00,74.82351786065719
2019-08-07 22:14:48.984000+00:00,0.07581053188582282
2019-08-07 22:14:53.983000+00:00,35.77131894251042
2019-08-07 22:14:58.983000+00:00,74.30922268789824
2019-08-07 22:15:08.983000+00:00,36.31433088408114
2019-08-07 22:15:13.983000+00:00,76.14870333579373
2019-08-07 22:15:18.983000+00:00,4.344443088012769e-05
2019-08-07 22:15:23.985000+00:00,14.179002350778156
2019-08-07 22:15:28.983000+00:00,67.0584340628667
2019-08-07 22:15:38.983000+00:00,34.67582417343712
2019-08-07 22:15:43.983000+00:00,65.13280310853592
2019-08-07 22:15:53.986000+00:00,15.19447247817026
2019-08-07 22:15:58.983000+00:00,62.28636744170083
2019-08-07 22:16:03.986000+00:00,91.65258705069228
2019-08-07 22:16:08.983000+00:00,16.73544644148839
2019-08-07 22:16:13.983000+00:00,70.7344845817887
2019-08-07 22:16:23.983000+00:00,27.934030500597146
2019-08-07 22:16:28.983000+00:00,66.65366230035656
2019-08-07 22:16:38.983000+00:00,27.37051278765101
2019-08-07 22:16:43.983000+00:00,64.05399100092059
2019-08-07 22:16:48.983000+00:00,4.344443088012769e-05
2019-08-07 22:16:53.985000+00:00,14.120265480228223
2019-08-07 22:16:58.983000+00:00,66.74837115967523
2019-08-07 22:17:03.986000+00:00,93.33062819343719
2019-08-07 22:17:08.983000+00:00,31.2802943447081
2019-08-07 22:17:13.983000+00:00,67.90451435425719
2019-08-07 22:17:18.983000+00:00,90.3152371349093
2019-08-07 22:17:23.983000+00:00,16.959054927228408
2019-08-07 22:17:28.983000+00:00,72.67618997554513
2019-08-07 22:17:34.520000+00:00,80.34256802637599
2019-08-07 22:17:38.983000+00:00,0.03236610100569513
2019-08-07 22:17:43.983000+00:00,53.3615780059962
2019-08-07 22:17:48.983000+00:00,78.91055269570522
2019-08-07 22:17:53.986000+00:00,0.07707042038134652
2019-08-07 22:17:58.984000+00:00,53.929570495322984
2019-08-07 22:18:03.983000+00:00,85.18705651381903
2019-08-07 22:18:08.983000+00:00,0.0941440817172367
2019-08-07 22:18:13.983000+00:00,56.499308581882545
2019-08-07 22:18:18.983000+00:00,83.86604170404698
2019-08-07 22:18:23.986000+00:00,0.09436130387163735
2019-08-07 22:18:28.983000+00:00,28.801528896411533
2019-08-07 22:18:33.983000+00:00,74.87638973303832
2019-08-07 22:18:38.983000+00:00,77.982101763366
2019-08-07 22:18:43.983000+00:00,25.402784179797383
2019-08-07 22:18:48.984000+00:00,63.18679671612236
2019-08-07 22:18:53.986000+00:00,4.344443088012769e-05
2019-08-07 22:18:58.983000+00:00,8.826344355330262
2019-08-07 22:19:03.983000+00:00,55.463593349700304
2019-08-07 22:19:08.983000+00:00,92.89253455244199
2019-08-07 22:19:13.983000+00:00,11.926843053952336
2019-08-07 22:19:18.983000+00:00,62.23658012391221
2019-08-07 22:19:23.990000+00:00,92.39370559707636
2019-08-07 22:19:28.983000+00:00,15.071741960933899
2019-08-07 22:19:33.983000+00:00,67.47654326565706
2019-08-07 22:19:38.995000+00:00,10.512509606649779
2019-08-07 22:19:43.983000+00:00,22.18937340531786
2019-08-07 22:19:48.983000+00:00,61.54533578417849
2019-08-07 22:19:53.988000+00:00,4.344443088012769e-05
2019-08-07 22:19:58.984000+00:00,26.972344578634637
2019-08-07 22:20:03.987000+00:00,70.73157380491973
2019-08-07 22:20:08.983000+00:00,76.36153760267548
2019-08-07 22:20:13.983000+00:00,26.27523524073211
2019-08-07 22:20:18.983000+00:00,67.33352419919967
2019-08-07 22:20:28.983000+00:00,31.880783268333225
2019-08-07 22:20:33.983000+00:00,67.38083518442812
2019-08-07 22:20:38.983000+00:00,0.11873362959538898
2019-08-07 22:20:43.983000+00:00,32.05364865880525
2019-08-07 22:20:48.983000+00:00,69.14263718990993
2019-08-07 22:20:58.983000+00:00,28.617107287325393
2019-08-07 22:21:03.983000+00:00,77.88448212717836
2019-08-07 22:21:08.983000+00:00,75.12523943311969
2019-08-07 22:21:13.983000+00:00,17.968833834175214
2019-08-07 22:21:18.983000+00:00,66.34303461956364
2019-08-07 22:21:23.985000+00:00,93.04780494840756
2019-08-07 22:21:28.983000+00:00,17.907837853219515
2019-08-07 22:21:33.983000+00:00,58.0972816385154
2019-08-07 22:21:38.983000+00:00,86.16616365256446
2019-08-07 22:21:43.983000+00:00,0.074507198959419
2019-08-07 22:21:48.983000+00:00,47.88019416185049
2019-08-07 22:21:53.983000+00:00,73.38941719730418
2019-08-07 22:21:58.983000+00:00,0.09579497009068155
2019-08-07 22:22:03.983000+00:00,51.83285537218627
2019-08-07 22:22:08.983000+00:00,80.20289418109637
2019-08-07 22:22:13.983000+00:00,0.07767864241366831
2019-08-07 22:22:18.983000+00:00,51.18357835268276
2019-08-07 22:22:23.983000+00:00,80.23504305994766
2019-08-07 22:22:28.983000+00:00,0.08853975013370025
2019-08-07 22:22:33.983000+00:00,56.92467300462988
2019-08-07 22:22:38.983000+00:00,87.87583234099013
2019-08-07 22:22:43.983000+00:00,0.051047206284150035
2019-08-07 22:22:48.983000+00:00,52.73975786680894
2019-08-07 22:22:53.983000+00:00,84.56024026508054
2019-08-07 22:22:58.983000+00:00,0.09127674927914828
2019-08-07 22:23:03.983000+00:00,47.25446402388401
2019-08-07 22:23:08.983000+00:00,77.58745255325093
2019-08-07 22:23:13.983000+00:00,0.09149397143354893
2019-08-07 22:23:18.983000+00:00,46.92015912826143
2019-08-07 22:23:23.983000+00:00,79.72848099588538
2019-08-07 22:23:28.983000+00:00,13.015951491686256
2019-08-07 22:23:33.983000+00:00,59.227792618878084
2019-08-07 22:23:38.983000+00:00,87.1312816845665
2019-08-07 22:23:43.984000+00:00,0.09653352541564374
2019-08-07 22:23:48.983000+00:00,50.20529665812404
2019-08-07 22:23:53.983000+00:00,78.18768081029077
2019-08-07 22:23:58.983000+00:00,0.0921021934658707
